MSOA21CD,RUC21CD,RUC21NM,Rural Urban flag,RUC21 settlement class,Proportion of population in settlement class (%),RUC21 relative access,Proportion of population in relative access category (%)
E02004045,RLN1,Larger rural: Nearer to a major town or city,Rural,Larger rural,97.1,Nearer to a major town or city,100
E02004046,RLN1,Larger rural: Nearer to a major town or city,Rural,Larger rural,94.6,Nearer to a major town or city,100
E02004047,RLN1,Larger rural: Nearer to a major town or city,Rural,Larger rural,88.8,Nearer to a major town or city,100
E02004048,UN1,Urban: Nearer to a major town or city,Urban,Urban,87.9,Nearer to a major town or city,100
E02004049,UN1,Urban: Nearer to a major town or city,Urban,Urban,75.8,Nearer to a major town or city,100
E02004050,UN1,Urban: Nearer to a major town or city,Urban,Urban,100,Nearer to a major town or city,100
E02004051,UN1,Urban: Nearer to a major town or city,Urban,Urban,69,Nearer to a major town or city,100
E02004052,RLN1,Larger rural: Nearer to a major town or city,Rural,Larger rural,66,Nearer to a major town or city,100
E02004053,UN1,Urban: Nearer to a major town or city,Urban,Urban,84.7,Nearer to a major town or city,100
E02004054,UN1,Urban: Nearer to a major town or city,Urban,Urban,100,Nearer to a major town or city,100
E02004055,UN1,Urban: Nearer to a major town or city,Urban,Urban,100,Nearer to a major town or city,100
E02004056,UN1,Urban: Nearer to a major town or city,Urban,Urban,100,Nearer to a major town or city,100
E02004057,UN1,Urban: Nearer to a major town or city,Urban,Urban,87.4,Nearer to a major town or city,100
E02004058,UN1,Urban: Nearer to a major town or city,Urban,Urban,100,Nearer to a major town or city,100
E02004059,UN1,Urban: Nearer to a major town or city,Urban,Urban,100,Nearer to a major town or city,100
E02004060,UN1,Urban: Nearer to a major town or city,Urban,Urban,100,Nearer to a major town or city,100
E02004061,UN1,Urban: Nearer to a major town or city,Urban,Urban,100,Nearer to a major town or city,100
E02004062,UN1,Urban: Nearer to a major town or city,Urban,Urban,100,Nearer to a major town or city,100
E02004063,UN1,Urban: Nearer to a major town or city,Urban,Urban,100,Nearer to a major town or city,100
E02004064,UN1,Urban: Nearer to a major town or city,Urban,Urban,100,Nearer to a major town or city,100
E02004065,UN1,Urban: Nearer to a major town or city,Urban,Urban,100,Nearer to a major town or city,100
E02004066,UN1,Urban: Nearer to a major town or city,Urban,Urban,100,Nearer to a major town or city,100
E02004067,UN1,Urban: Nearer to a major town or city,Urban,Urban,100,Nearer to a major town or city,100
E02004068,RLN1,Larger rural: Nearer to a major town or city,Rural,Larger rural,61.8,Nearer to a major town or city,78.3
E02004069,RSN1,Smaller rural: Nearer to a major town or city,Rural,Smaller rural,86.5,Nearer to a major town or city,90.3
