lsoacode,dwe_p45pc,dwe_p16pc,dwe_modbp,dwe_mo20bp,dwe_medbp,dwe_mdargb
E01021500,0.9597,0.166,L,L,K,"rgb(219,114,11)"
E01021538,0.797,0.0729,K,K,I,"rgb(186,118,61)"
E01021539,0.5925,0.0407,A,A,E,"rgb(79,148,136)"
E01021540,0.661,0.286,L,L,G,"rgb(143,96,92)"
E01021541,0.9173,0.4914,L,L,L,"rgb(189,102,36)"
E01021542,0.763,0.0029,K,K,H,"rgb(166,130,62)"
E01021543,0.6884,0.0593,G,G,G,"rgb(126,160,82)"
E01021587,0.4948,0.0163,D,D,D,"rgb(57,203,145)"
E01021590,0.9476,0,H,H,H,"rgb(231,212,16)"
E01021591,0.6366,0,G,G,G,"rgb(111,217,104)"
E01021550,0.4899,0.2013,A,A,E,"rgb(95,85,140)"
E01021597,0.9984,0.032,E,E,E,"rgb(43,236,138)"
E01021598,0.9669,0.0158,E,E,E,"rgb(51,247,138)"
E01021600,1,0,H,H,H,"rgb(220,242,21)"
E01021601,1,0.0014,E,E,H,"rgb(138,224,84)"
E01021616,0.9906,0.5263,L,L,L,"rgb(254,103,2)"
E01021617,1,0.0033,H,H,H,"rgb(250,237,0)"
E01021619,1,0,I,I,I,"rgb(255,217,0)"
E01021620,0.9984,0.0016,H,H,H,"rgb(235,233,0)"
E01021623,1,0,G,G,G,"rgb(192,251,0)"
E01021624,0.9982,0,F,F,F,"rgb(49,254,0)"
E01021536,0.851,0.004,J,J,H,"rgb(168,176,48)"
E01021537,0.8244,0.156,G,G,G,"rgb(170,169,46)"
E01021568,0.6361,0.0335,G,X,F,"rgb(110,164,101)"
E01033142,1,0,K,K,K,"rgb(255,122,0)"
E01033144,0.9824,0.0016,K,K,K,"rgb(250,67,4)"
E01021576,0.3716,0.0015,C,C,C,"rgb(94,130,160)"
E01021588,0.8323,0,E,E,E,"rgb(37,233,171)"
E01021589,0.9378,0.0015,G,G,H,"rgb(191,190,38)"
E01021592,0.6582,0.0156,J,J,G,"rgb(144,164,92)"
E01021596,0.9985,0.003,E,E,E,"rgb(86,230,101)"
E01021618,0.9983,0,I,I,I,"rgb(254,212,0)"
E01021621,0.9984,0,H,H,H,"rgb(252,250,0)"
E01021622,0.934,0.0016,F,F,F,"rgb(86,237,22)"
E01021625,0.9984,0,F,F,G,"rgb(100,249,0)"
E01021626,0.8961,0.005,F,F,G,"rgb(122,184,48)"
E01021544,0.9984,0.0016,I,I,I,"rgb(254,191,0)"
E01021545,0.9819,0,H,H,H,"rgb(250,192,4)"
E01021546,1,0,I,I,I,"rgb(255,178,0)"
E01021547,0.9538,0,I,I,I,"rgb(242,157,11)"
E01021628,0.4372,0.0013,C,X,D,"rgb(61,140,173)"
E01021629,0.4524,0.0168,C,C,D,"rgb(32,147,185)"
E01021573,0.4723,0.0142,C,X,D,"rgb(63,143,156)"
E01021575,0.6798,0.0013,G,G,G,"rgb(148,122,84)"
E01021599,0.7379,0.0149,D,X,G,"rgb(127,188,90)"
E01021631,0.9849,0.0025,E,E,E,"rgb(20,247,160)"
E01033138,0.547,0.0034,D,D,E,"rgb(92,160,134)"
E01033139,0.7865,0.0749,K,K,K,"rgb(184,96,61)"
E01021574,0.7451,0.2265,L,L,K,"rgb(182,63,71)"
E01021578,0.7587,0.0044,I,I,I,"rgb(168,150,72)"
E01021582,0.6478,0.0189,A,X,H,"rgb(139,97,89)"
E01021627,0.8325,0,G,G,G,"rgb(178,214,43)"
E01033140,0.803,0.3061,L,L,K,"rgb(201,77,50)"
E01033141,0.8481,0.325,L,L,L,"rgb(216,54,40)"
E01021551,0.598,0.0536,A,A,F,"rgb(88,149,121)"
E01021632,0.9837,0.0446,F,F,F,"rgb(23,231,18)"
E01021633,0.6571,0.0018,F,F,F,"rgb(77,156,101)"
E01021634,0.8052,0.0064,G,G,G,"rgb(128,203,62)"
E01021635,0.7529,0.0747,G,G,G,"rgb(121,162,74)"
E01021636,0.8271,0.0019,E,E,F,"rgb(88,208,97)"
E01021556,0.6475,0.127,D,D,F,"rgb(120,138,95)"
E01021577,0.4884,0.0016,D,D,D,"rgb(84,152,136)"
E01021579,0.3061,0.0435,B,B,C,"rgb(64,81,179)"
E01021580,0.2669,0,D,D,D,"rgb(41,163,194)"
E01021584,0.7172,0.004,F,F,F,"rgb(6,229,79)"
E01021548,0.958,0.0018,I,I,I,"rgb(238,215,10)"
E01021560,0.7912,0.0727,G,G,G,"rgb(137,187,55)"
E01021561,0.7184,0.0177,D,D,F,"rgb(110,186,81)"
E01021564,0.7682,0.017,F,F,F,"rgb(22,219,65)"
E01021571,0.7286,0.0222,G,X,G,"rgb(140,160,78)"
E01021562,0.7449,0.0024,G,X,G,"rgb(130,182,81)"
E01021563,0.795,0.0136,F,F,F,"rgb(52,182,52)"
E01021565,0.9269,0.0029,F,F,G,"rgb(120,216,55)"
E01021566,0.9033,0.0028,G,G,G,"rgb(168,208,32)"
E01033137,0.5957,0.0029,K,K,G,"rgb(137,120,111)"
E01033145,0.8949,0.0015,E,E,F,"rgb(109,185,77)"
E01021557,1,0.002,G,G,G,"rgb(216,253,0)"
E01021558,1,0,G,G,G,"rgb(205,247,0)"
E01021583,0.9969,0.048,F,F,F,"rgb(119,167,1)"
E01021585,1,0.0059,F,F,F,"rgb(2,252,0)"
E01021586,0.9984,0.0032,F,F,F,"rgb(8,252,0)"
E01021533,0.8696,0.014,G,G,H,"rgb(185,203,35)"
E01021535,0.6921,0.0295,H,H,G,"rgb(139,168,88)"
E01021569,0.6465,0.0633,G,G,G,"rgb(124,168,92)"
E01021570,0.7587,0.0398,G,G,G,"rgb(145,191,63)"
E01021572,0.8256,0.0046,F,F,G,"rgb(127,209,44)"
E01021552,0.8387,0.0029,F,F,F,"rgb(84,215,46)"
E01021553,0.9983,0.0017,G,G,G,"rgb(189,245,0)"
E01021554,0.9816,0,G,G,G,"rgb(200,245,7)"
E01021555,0.7591,0.0036,F,F,F,"rgb(72,207,78)"
E01021559,0.586,0.0054,H,H,F,"rgb(115,202,119)"
E01021602,0.5874,0.051,A,A,F,"rgb(83,139,121)"
E01021604,0.8159,0.0355,F,F,G,"rgb(124,178,61)"
E01033143,0.7409,0.0389,K,K,H,"rgb(150,132,71)"
E01021611,0.9962,0.0019,H,H,H,"rgb(242,250,0)"
E01021612,0.9821,0.0016,H,H,H,"rgb(222,250,4)"
E01021613,0.9891,0.0011,H,H,H,"rgb(254,202,2)"
E01021614,0.8654,0.0044,G,G,G,"rgb(187,221,34)"
E01021615,0.9357,0.0031,I,I,H,"rgb(208,214,16)"
E01021605,0.9979,0,I,I,I,"rgb(254,221,0)"
E01021606,0.9982,0,I,I,I,"rgb(254,165,0)"
E01021607,1,0,I,I,I,"rgb(254,173,0)"
E01021608,0.9982,0,I,I,I,"rgb(254,196,0)"
E01021609,0.9925,0.0038,I,I,I,"rgb(252,175,2)"
E01021610,1,0.0017,I,I,I,"rgb(255,211,0)"
E01021593,0.8736,0.0042,F,F,F,"rgb(72,234,42)"
E01021594,0.7852,0.5259,L,L,L,"rgb(177,82,56)"
E01021595,0.8303,0.0606,F,F,F,"rgb(95,202,54)"
E01021655,0.5691,0.0036,A,A,F,"rgb(102,142,120)"
E01021656,0.5997,0.0283,A,A,F,"rgb(103,142,114)"
E01021659,0.5822,0.0484,A,A,F,"rgb(99,136,121)"
E01021661,0.8329,0.0026,H,H,H,"rgb(170,165,45)"
E01021668,1,0,I,I,I,"rgb(255,188,0)"
E01021669,0.9987,0,I,I,I,"rgb(254,162,0)"
E01021670,0.9351,0.0015,I,I,I,"rgb(234,172,16)"
E01021671,0.9299,0,I,I,I,"rgb(236,170,18)"
E01033720,0.9963,0,K,K,K,"rgb(254,102,0)"
E01033721,0.9984,0,K,K,K,"rgb(255,87,0)"
E01021660,0.65,0.0067,G,G,G,"rgb(120,156,92)"
E01021728,0.7207,0.0447,G,G,G,"rgb(143,171,73)"
E01021729,0.8464,0.0042,H,H,H,"rgb(157,187,49)"
E01021730,0.7634,0.0013,H,H,G,"rgb(130,186,62)"
E01021679,0.8799,0.0569,L,L,K,"rgb(202,78,30)"
E01021680,0.8459,0.4225,L,L,K,"rgb(204,62,39)"
E01021681,0.8159,0.0007,K,K,K,"rgb(194,91,49)"
E01021682,0.9518,0.1487,L,L,K,"rgb(225,91,14)"
E01021646,0.7227,0.0089,K,K,K,"rgb(179,83,70)"
E01021647,0.7351,0.0215,L,L,H,"rgb(167,132,69)"
E01021648,0.6175,0.0183,K,K,I,"rgb(152,94,97)"
E01021649,0.6761,0.1215,A,A,I,"rgb(169,88,82)"
E01021650,0.5853,0.0369,A,A,I,"rgb(143,98,105)"
E01021696,1,0,G,G,G,"rgb(182,252,0)"
E01021697,0.9584,0.0148,F,F,F,"rgb(82,232,10)"
E01021698,0.9982,0.0018,H,H,H,"rgb(236,249,0)"
E01021699,0.97,0.003,G,G,G,"rgb(194,242,7)"
E01021700,1,0,H,H,H,"rgb(255,249,0)"
E01033719,0.9976,0.1872,L,L,L,"rgb(254,30,0)"
E01033722,0.7683,0.0446,H,H,H,"rgb(212,215,59)"
E01021673,0.8057,0.0075,F,F,F,"rgb(59,210,52)"
E01021674,0.3195,0.0017,C,C,D,"rgb(76,119,173)"
E01021675,0.7464,0.0558,G,G,G,"rgb(162,190,68)"
E01021676,0.7541,0.0177,G,X,F,"rgb(115,182,80)"
E01021654,0.824,0.4933,L,L,L,"rgb(193,65,47)"
E01021662,0.5736,0.0061,A,A,F,"rgb(110,141,117)"
E01021663,0.5586,0.0063,A,A,F,"rgb(100,140,120)"
E01021677,0.8256,0.0039,G,G,G,"rgb(180,218,44)"
E01021678,0.7666,0.0649,G,G,G,"rgb(158,177,65)"
E01021683,0.5539,0.1682,L,L,I,"rgb(140,28,115)"
E01021684,0.2886,0,B,B,B,"rgb(65,101,184)"
E01021685,0.8056,0.0177,L,L,K,"rgb(199,59,49)"
E01021686,0.5903,0.0818,A,A,J,"rgb(150,43,104)"
E01021687,0.182,0.0257,A,A,B,"rgb(45,40,208)"
E01021688,0.1823,0.0028,A,A,B,"rgb(46,28,208)"
E01021718,0.9242,0.113,J,J,I,"rgb(229,160,21)"
E01021719,0.8473,0.0041,F,F,F,"rgb(103,184,39)"
E01021720,0.9457,0.0132,I,I,I,"rgb(222,176,18)"
E01021721,0.9379,0.0024,K,K,H,"rgb(172,178,18)"
E01021722,0.9564,0.2039,L,L,J,"rgb(183,135,16)"
E01021651,0.5257,0.103,A,A,I,"rgb(134,16,120)"
E01021652,0.2374,0.0046,A,A,B,"rgb(46,82,197)"
E01021653,0.1865,0.0238,B,B,C,"rgb(41,87,207)"
E01021717,0.7808,0,L,L,K,"rgb(154,106,79)"
E01021689,0.8429,0,F,F,F,"rgb(35,238,75)"
E01021690,0.8073,0,H,H,H,"rgb(195,228,56)"
E01021691,0.8648,0,E,E,F,"rgb(92,214,97)"
E01021692,0.8829,0.0033,F,F,F,"rgb(93,216,39)"
E01021693,0.9316,0.0026,F,F,F,"rgb(18,243,32)"
E01021711,0.9984,0.0063,E,E,E,"rgb(33,250,122)"
E01021713,0.8387,0,E,E,E,"rgb(43,221,168)"
E01021714,0.9476,0.0013,H,H,I,"rgb(193,152,15)"
E01021715,0.9512,0.0016,E,E,E,"rgb(105,192,109)"
E01033723,0.9749,0.0081,G,G,G,"rgb(173,208,20)"
E01021657,0.6905,0.2498,L,L,H,"rgb(141,79,92)"
E01021658,0.867,0.0021,H,H,H,"rgb(166,215,38)"
E01021664,0.561,0.0355,K,K,I,"rgb(134,118,115)"
E01021665,0.9546,0.0293,E,E,H,"rgb(135,213,73)"
E01021666,0.8145,0.0015,I,I,I,"rgb(193,187,50)"
E01021667,0.4895,0.0045,C,C,D,"rgb(59,167,144)"
E01021736,0.9623,0.1039,H,H,H,"rgb(234,177,9)"
E01021737,0.9948,0,H,H,H,"rgb(134,250,4)"
E01021738,0.6379,0.0106,A,A,G,"rgb(146,88,94)"
E01021739,0.7762,0.0182,H,H,H,"rgb(165,189,62)"
E01021740,0.7906,0.0039,H,H,F,"rgb(112,207,81)"
E01021637,0.9355,0.002,G,G,G,"rgb(142,226,55)"
E01021638,0.949,0.0037,E,E,F,"rgb(111,151,89)"
E01021639,0.9863,0.0011,K,K,I,"rgb(171,150,11)"
E01021640,0.9402,0,H,H,H,"rgb(227,230,15)"
E01021641,0.8862,0.0195,E,E,F,"rgb(67,222,100)"
E01021642,0.7215,0.0343,K,K,G,"rgb(146,142,83)"
E01021643,0.7964,0.0142,K,K,J,"rgb(171,123,59)"
E01021644,0.589,0.0198,A,A,E,"rgb(85,149,126)"
E01021645,0.8156,0.0066,H,H,H,"rgb(165,203,59)"
E01021694,0.5966,0.0201,A,X,F,"rgb(113,137,114)"
E01021695,0.7379,0.004,G,G,G,"rgb(143,154,78)"
E01021723,0.7769,0.0724,K,X,H,"rgb(159,146,59)"
E01021724,0.9256,0.0149,G,G,G,"rgb(186,191,19)"
E01021725,0.6944,0.1136,F,X,G,"rgb(122,142,81)"
E01021726,0.8797,0.0015,G,G,G,"rgb(139,217,45)"
E01021727,0.9022,0.0579,F,F,G,"rgb(113,203,25)"
E01021731,0.9014,0.0197,H,H,H,"rgb(200,200,27)"
E01021732,0.8792,0.0054,H,H,H,"rgb(184,201,46)"
E01021733,0.774,0.0056,K,X,H,"rgb(151,159,68)"
E01021734,0.7447,0.003,H,H,G,"rgb(144,193,73)"
E01021735,0.6557,0.0172,D,X,F,"rgb(106,171,103)"
E01021708,0.9193,0.0174,H,H,H,"rgb(165,226,23)"
E01021709,0.9533,0,G,G,G,"rgb(150,249,11)"
E01021710,0.8962,0.0727,G,G,G,"rgb(197,192,30)"
E01021702,0.8344,0.0049,G,G,G,"rgb(163,206,42)"
E01021703,0.1451,0,C,C,C,"rgb(11,152,218)"
E01021704,0.5665,0.0014,C,C,F,"rgb(90,175,110)"
E01021705,0.962,0.016,I,I,I,"rgb(241,194,9)"
E01021706,0.5481,0,I,I,H,"rgb(134,149,118)"
E01021707,0.872,0.0048,F,F,F,"rgb(85,223,66)"
E01021768,0.5631,0.0914,A,A,F,"rgb(92,123,124)"
E01021795,0.8478,0.0197,I,I,I,"rgb(179,174,42)"
E01021797,0.7653,0.0397,E,E,E,"rgb(70,205,122)"
E01021798,0.8363,0.0015,G,G,G,"rgb(118,218,78)"
E01021799,0.9028,0.012,I,I,H,"rgb(183,170,40)"
E01021741,0.5021,0.0752,A,A,E,"rgb(93,128,145)"
E01021792,0.6589,0.0251,H,H,G,"rgb(128,182,97)"
E01021793,0.8276,0.0316,F,F,F,"rgb(73,208,63)"
E01021794,0.9068,0.0753,E,E,G,"rgb(125,206,75)"
E01021801,0.7129,0.0584,E,X,G,"rgb(130,165,102)"
E01021769,0.5,0.0686,A,A,E,"rgb(81,123,148)"
E01021796,0.5709,0.0419,A,A,F,"rgb(101,123,119)"
E01021800,0.5189,0.0755,A,A,F,"rgb(113,120,129)"
E01021753,0.6206,0.0054,A,X,G,"rgb(138,151,104)"
E01021754,0.7519,0.0046,F,F,F,"rgb(63,195,75)"
E01021755,0.962,0.0182,F,F,F,"rgb(108,180,9)"
E01021802,0.8696,0.1043,E,E,F,"rgb(110,168,104)"
E01021760,0.5952,0.003,F,F,F,"rgb(39,177,120)"
E01021761,0.6568,0.0047,L,X,G,"rgb(129,135,94)"
E01021762,0.8776,0.0164,F,F,F,"rgb(44,217,77)"
E01021763,0.6748,0.0012,L,L,F,"rgb(112,138,87)"
E01021756,0.7207,0.0324,G,G,G,"rgb(150,198,71)"
E01021757,0.7939,0.0662,G,G,G,"rgb(140,166,58)"
E01021758,0.8148,0.004,J,J,G,"rgb(131,181,65)"
E01021759,0.6144,0.0176,E,E,E,"rgb(47,193,144)"
E01021811,0.9084,0.0015,H,H,H,"rgb(212,199,29)"
E01021813,0.8201,0.0194,G,G,G,"rgb(112,215,83)"
E01021814,0.9383,0.1176,E,E,F,"rgb(63,211,81)"
E01021815,0.9662,0,H,H,H,"rgb(175,249,39)"
E01021816,1,0,H,H,H,"rgb(247,254,5)"
E01021807,0.4888,0,B,B,E,"rgb(41,153,139)"
E01021808,1,0.0171,G,G,G,"rgb(193,250,0)"
E01021809,0.8928,0.0015,H,H,H,"rgb(210,237,30)"
E01021810,0.9963,0.0123,J,J,J,"rgb(245,154,0)"
E01021817,0.8007,0.009,J,J,G,"rgb(135,155,59)"
E01021806,0.7265,0.0644,I,X,I,"rgb(153,133,83)"
E01021812,0.7966,0.0078,H,H,H,"rgb(190,180,57)"
E01021818,0.8063,0.0572,J,J,I,"rgb(174,136,51)"
E01021770,0.7286,0.024,F,F,F,"rgb(119,161,73)"
E01021803,0.7299,0.0054,F,F,F,"rgb(70,196,110)"
E01021804,0.5723,0.0339,A,X,F,"rgb(101,133,120)"
E01021805,0.5863,0.0039,F,F,E,"rgb(8,221,131)"
E01021774,0.9984,0,E,E,E,"rgb(68,234,140)"
E01021775,1,0.0016,E,E,E,"rgb(76,246,134)"
E01021776,0.9977,0.1244,E,E,E,"rgb(72,210,128)"
E01021777,0.9983,0.0017,E,E,E,"rgb(17,250,178)"
E01021778,1,0.0163,E,E,E,"rgb(71,217,137)"
E01021779,0.9338,0.0038,E,E,F,"rgb(94,217,99)"
E01021786,0.6078,0.0194,D,D,E,"rgb(65,207,129)"
E01021787,0.4524,0.0159,A,A,D,"rgb(87,145,142)"
E01021788,0.6287,0.0311,F,F,F,"rgb(69,185,97)"
E01021789,0.4975,0.0737,D,D,E,"rgb(86,166,141)"
E01021790,0.9986,0.0421,E,E,E,"rgb(122,145,99)"
E01021791,0.2848,0.0543,D,D,D,"rgb(57,139,184)"
E01021771,0.9987,0,H,H,G,"rgb(147,249,73)"
E01021772,1,0.0048,E,E,F,"rgb(90,239,95)"
E01021773,0.9984,0,E,E,E,"rgb(33,237,166)"
E01021783,0.4509,0.0062,D,D,D,"rgb(27,203,143)"
E01021784,0.4651,0,D,D,D,"rgb(49,203,147)"
E01021780,0.6591,0.0076,J,J,F,"rgb(107,166,90)"
E01021781,0.3846,0.0294,A,A,C,"rgb(68,99,159)"
E01021782,0.5612,0.019,D,X,F,"rgb(113,164,114)"
E01021785,0.7953,0.0029,E,E,E,"rgb(60,210,147)"
E01021742,0.5685,0.0038,E,E,E,"rgb(1,226,207)"
E01021743,0.6651,0.0035,I,I,H,"rgb(139,168,103)"
E01021744,0.4358,0.0159,D,D,D,"rgb(66,202,149)"
E01021745,0.5736,0.0055,A,X,F,"rgb(115,147,114)"
E01021746,0.7781,0.0033,F,F,G,"rgb(121,194,60)"
E01021747,0.4372,0.0177,D,D,D,"rgb(73,171,152)"
E01021748,0.5453,0.027,A,A,E,"rgb(66,152,137)"
E01021749,0.8634,0.025,G,G,G,"rgb(130,190,46)"
E01021750,0.7827,0.2173,L,L,G,"rgb(141,120,66)"
E01021751,0.7879,0.027,E,E,E,"rgb(30,228,117)"
E01021752,0.5122,0.0035,H,H,E,"rgb(109,154,131)"
E01021764,1,0.0013,G,G,G,"rgb(197,244,0)"
E01021765,0.7456,0.0252,D,D,G,"rgb(126,193,72)"
E01021766,0.7806,0.0097,F,F,F,"rgb(78,222,67)"
E01021767,0.8082,0.0163,F,F,F,"rgb(96,195,75)"
E01021854,0.8655,0.2269,L,L,H,"rgb(166,158,65)"
E01021855,0.6726,0.0015,E,E,E,"rgb(69,158,154)"
E01021856,0.8654,0.0178,H,H,G,"rgb(145,211,42)"
E01021857,0.9217,0.3765,L,L,L,"rgb(221,59,20)"
E01021844,0.9981,0.0019,E,E,E,"rgb(7,248,186)"
E01021845,1,0.0716,E,E,E,"rgb(46,223,156)"
E01021846,0.9825,0.0017,E,E,E,"rgb(1,249,178)"
E01021847,1,0,E,E,E,"rgb(40,251,155)"
E01021848,0.9978,0.0346,E,E,E,"rgb(83,212,129)"
E01021849,0.9701,0.0014,E,E,E,"rgb(104,229,111)"
E01021850,1,0,E,E,E,"rgb(0,255,121)"
E01021851,0.9988,0,E,E,F,"rgb(54,226,77)"
E01021852,0.9985,0.0015,E,E,E,"rgb(15,248,160)"
E01021853,0.9293,0.2897,F,F,F,"rgb(113,144,46)"
E01021839,0.9867,0.1333,F,F,F,"rgb(52,208,3)"
E01021840,0.9731,0.1714,F,F,F,"rgb(55,205,32)"
E01021841,1,0,F,F,F,"rgb(27,243,17)"
E01021842,0.9526,0.0015,E,E,F,"rgb(26,234,97)"
E01021843,0.9992,0.0008,F,F,H,"rgb(151,141,0)"
E01021824,1,0.0015,J,J,J,"rgb(255,127,0)"
E01021825,0.9985,0,J,J,J,"rgb(255,128,0)"
E01021826,1,0,J,J,J,"rgb(255,128,0)"
E01021827,0.9986,0,J,J,J,"rgb(255,132,0)"
E01021828,1,0,J,J,J,"rgb(255,106,0)"
E01021819,1,0,F,F,F,"rgb(11,255,79)"
E01021820,1,0,F,F,F,"rgb(24,244,8)"
E01021822,0.983,0.0031,F,F,F,"rgb(36,236,4)"
E01021823,1,0,F,F,F,"rgb(72,249,0)"
E01021870,1,0,F,F,F,"rgb(37,251,0)"
E01021831,1,0,F,F,F,"rgb(89,251,0)"
E01021868,0.9985,0,F,F,F,"rgb(14,254,0)"
E01021869,1,0,F,F,F,"rgb(28,251,0)"
E01021871,1,0.0015,G,G,G,"rgb(159,239,0)"
E01021872,0.9986,0.2098,L,L,J,"rgb(175,122,25)"
E01021821,1,0,F,F,F,"rgb(55,254,0)"
E01021834,0.9697,0,E,E,E,"rgb(28,237,168)"
E01021835,0.9194,0.0316,E,E,F,"rgb(30,234,96)"
E01021836,0.9394,0.0014,E,E,E,"rgb(98,225,104)"
E01021837,0.9985,0.0015,F,F,F,"rgb(42,239,0)"
E01021829,1,0.0015,H,H,H,"rgb(254,254,0)"
E01021830,0.9762,0.002,G,G,G,"rgb(169,245,6)"
E01021832,0.9981,0,H,H,H,"rgb(253,249,0)"
E01021833,0.9596,0.0018,F,F,G,"rgb(105,242,20)"
E01021865,1,0,H,H,H,"rgb(255,255,0)"
E01021838,1,0.0016,F,F,F,"rgb(36,241,0)"
E01021858,0.9861,0.2216,G,G,I,"rgb(231,154,3)"
E01021859,1,0,G,G,G,"rgb(193,250,0)"
E01021860,1,0.0308,G,G,G,"rgb(198,238,0)"
E01021861,0.9982,0.3186,F,F,F,"rgb(123,151,0)"
E01021862,1,0,G,G,G,"rgb(183,255,0)"
E01021863,0.997,0.0178,G,G,G,"rgb(188,244,0)"
E01021864,0.9982,0,H,H,H,"rgb(253,253,0)"
E01021866,1,0,I,I,I,"rgb(254,220,0)"
E01021867,0.995,0.0033,G,G,G,"rgb(207,242,1)"
E01021908,0.6467,0.0139,G,G,G,"rgb(141,151,92)"
E01021909,0.6853,0.0692,A,X,G,"rgb(121,142,96)"
E01021910,0.573,0.017,A,A,F,"rgb(101,125,122)"
E01021911,0.702,0.0745,G,X,G,"rgb(131,148,83)"
E01021882,0.6723,0.0634,G,X,G,"rgb(124,153,91)"
E01021883,0.9075,0.0194,G,G,G,"rgb(176,180,37)"
E01021912,0.7742,0.0472,G,G,G,"rgb(147,183,66)"
E01021913,0.5606,0.0467,A,A,E,"rgb(95,127,126)"
E01021884,0.9813,0,I,I,H,"rgb(226,221,16)"
E01021885,0.7533,0.0094,I,I,H,"rgb(178,166,66)"
E01021886,0.8489,0.0044,H,H,H,"rgb(166,157,44)"
E01021887,0.8779,0.0926,J,J,J,"rgb(211,110,31)"
E01021888,0.811,0.1388,G,G,G,"rgb(166,155,48)"
E01021889,0.5367,0.1233,C,C,F,"rgb(96,106,118)"
E01021890,0.5743,0.0415,A,A,H,"rgb(135,88,112)"
E01021891,0.6156,0.0036,A,A,F,"rgb(106,104,100)"
E01021892,0.7758,0.002,E,E,F,"rgb(93,197,99)"
E01021893,0.9454,0,J,J,J,"rgb(225,158,14)"
E01021894,0.4563,0.0019,A,A,D,"rgb(69,130,164)"
E01021895,0.8807,0,G,G,G,"rgb(175,214,30)"
E01021896,0.9709,0.3316,L,L,J,"rgb(239,121,7)"
E01021897,0.998,0,J,J,I,"rgb(218,191,0)"
E01021898,0.9497,0.0016,F,F,F,"rgb(69,240,28)"
E01021901,0.8221,0.0271,K,K,H,"rgb(170,151,52)"
E01021904,0.8845,0.0926,L,L,J,"rgb(193,116,34)"
E01021905,0.7655,0.0019,F,F,F,"rgb(72,200,70)"
E01021906,0.7489,0.0059,I,I,I,"rgb(171,142,66)"
E01021907,0.5714,0.0143,A,A,F,"rgb(111,128,119)"
E01021873,0.9789,0.0228,G,G,H,"rgb(197,193,8)"
E01021874,0.813,0.1113,I,X,H,"rgb(160,160,68)"
E01021875,0.7514,0.0316,H,H,H,"rgb(160,164,66)"
E01021899,0.9057,0.0094,H,H,H,"rgb(208,206,24)"
E01021900,0.8845,0.0057,I,I,I,"rgb(207,152,29)"
E01021902,0.7741,0.0304,H,X,G,"rgb(151,161,62)"
E01021903,0.7057,0.0493,G,X,G,"rgb(134,157,83)"
E01021878,0.7892,0.003,H,H,H,"rgb(157,216,59)"
E01021879,0.6302,0.0044,A,X,F,"rgb(91,161,114)"
E01021880,0.5714,0.0247,A,A,F,"rgb(115,126,117)"
E01021881,0.6908,0,I,I,G,"rgb(146,164,82)"
E01033057,0.856,0.2729,L,L,J,"rgb(202,125,39)"
E01021942,0.957,0.0532,I,I,I,"rgb(201,171,14)"
E01021943,0.9562,0.0198,G,G,G,"rgb(185,226,11)"
E01021944,0.8619,0.0061,F,F,F,"rgb(109,224,38)"
E01021945,0.9814,0.0186,F,F,F,"rgb(88,243,7)"
E01021914,0.649,0.0168,F,F,F,"rgb(107,168,91)"
E01021927,0.936,0.0019,I,I,H,"rgb(167,222,23)"
E01021928,0.9284,0.0043,I,I,H,"rgb(175,215,21)"
E01021929,0.9609,0.0017,J,J,I,"rgb(198,179,13)"
E01021931,0.8103,0.0029,F,F,F,"rgb(57,199,59)"
E01021933,0.849,0.0585,L,L,H,"rgb(153,143,43)"
E01021934,0.6919,0.0018,F,F,F,"rgb(68,192,78)"
E01021935,0.8004,0.025,F,F,F,"rgb(87,205,54)"
E01021936,0.8715,0.0463,H,X,H,"rgb(156,190,46)"
E01021937,0.8954,0.0183,H,H,H,"rgb(162,211,39)"
E01021938,0.9396,0.0191,F,F,F,"rgb(47,234,21)"
E01021939,0.9691,0.0059,F,F,F,"rgb(19,245,81)"
E01021940,0.9339,0.005,F,F,G,"rgb(136,220,28)"
E01021941,0.807,0.1038,F,F,G,"rgb(120,182,57)"
E01021915,0.438,0.0252,A,A,D,"rgb(63,130,161)"
E01021916,0.8591,0.1389,G,G,G,"rgb(157,185,39)"
E01021953,0.9828,0,E,E,F,"rgb(92,210,90)"
E01021955,0.7448,0.0564,K,K,I,"rgb(164,114,77)"
E01021918,0.9346,0.0191,J,J,I,"rgb(173,170,19)"
E01021919,0.8528,0.0036,F,F,F,"rgb(60,234,40)"
E01021925,0.7937,0.0165,F,F,F,"rgb(85,207,68)"
E01021960,0.9022,0.0048,G,G,G,"rgb(132,221,34)"
E01021961,0.952,0.033,F,F,F,"rgb(88,231,23)"
E01021920,0.8107,0.0734,K,K,J,"rgb(184,106,57)"
E01021926,0.8192,0.0011,E,E,E,"rgb(114,185,114)"
E01021957,0.9837,0.0014,H,H,H,"rgb(201,210,11)"
E01021958,0.9981,0.0019,J,J,J,"rgb(228,182,0)"
E01021959,0.9536,0.0015,J,J,H,"rgb(164,192,35)"
E01021930,0.8668,0,F,F,I,"rgb(153,181,34)"
E01021932,0.9237,0.003,F,F,F,"rgb(45,231,19)"
E01021952,0.6018,0.0015,D,D,F,"rgb(99,175,116)"
E01021954,0.793,0.3807,L,L,J,"rgb(171,96,69)"
E01021956,0.6532,0.003,F,F,F,"rgb(72,196,97)"
E01021950,0.872,0.0016,F,F,F,"rgb(101,228,66)"
